date,all_collisions,injury_collisions,fatal_collisions,tire_failure_inadequate,oversized_vehicle,following_too_closely,unspecified,shoulders_defective_improper,physical_disability,other_electronic_device,brakes_defective,driver_inexperience,backing_unsafely,prescription_medication,view_obstructed_limited,other_vehicular,other_lighting_defects,reaction_to_other_uninvolved_vehicle,traffic_control_disregarded,fell_asleep,tow_hitch_defective,traffic_control_device_improper_non_working,outside_car_distraction,lane_marking_improper_inadequate,illness,glare,pavement_defective,cell_phone_hand_held,headlights_defective,turning_improperly,failure_to_keep_right,aggressive_driving_road_rage,passenger_distraction,pavement_slippery,drugs_illegal,cell_phone_hands_free,fatigued_drowsy,steering_failure,unsafe_speed,unsafe_lane_changing,alcohol_involvement,lost_consciousness,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,animals_action,failure_to_yield_right_of_way,accelerator_defective,driver_inattention_distraction,windshield_inadequate,obstruction_debris
2013-02-09,403,47,0,0,0,0,637,0,4,0,1,1,3,4,1,9,0,1,11,4,0,2,1,0,0,2,1,0,0,5,0,0,0,55,0,0,14,0,1,0,1,2,0,0,0,11,0,19,0,1
2013-02-10,400,80,0,1,3,0,582,0,7,1,0,3,2,2,2,20,0,1,22,2,0,2,5,0,0,1,0,0,0,6,1,3,1,22,1,0,24,0,0,0,3,8,0,0,0,8,0,58,0,1
2013-02-11,475,131,0,2,1,1,670,0,1,0,2,10,26,3,2,15,0,0,6,0,0,4,3,0,1,1,1,0,0,14,0,1,0,14,0,1,23,1,0,0,4,6,0,0,0,18,0,70,0,2
2013-02-12,497,114,0,0,3,0,707,0,6,1,0,15,10,15,2,20,0,1,4,0,1,2,9,0,2,3,1,0,0,16,1,1,2,2,0,0,37,0,0,0,2,15,0,0,0,20,0,87,0,0
2013-02-13,568,174,2,0,5,1,793,0,2,2,2,6,20,18,3,18,0,3,6,0,0,0,8,0,1,2,1,0,0,18,1,3,2,9,0,0,32,1,1,0,4,25,1,0,0,27,1,80,0,4
2013-02-14,631,147,0,0,6,1,978,0,4,0,3,5,16,11,0,9,0,1,4,1,0,2,8,0,0,1,0,0,0,14,0,0,3,12,0,0,31,0,0,1,1,15,0,0,0,25,0,75,0,4
2013-02-15,604,173,3,0,8,0,875,0,11,2,0,6,19,14,4,23,0,1,8,2,0,0,7,0,1,2,1,0,0,22,0,8,2,2,1,0,31,1,0,1,5,15,0,0,0,25,0,80,0,3
2013-02-16,449,122,0,1,0,0,693,0,5,2,1,2,13,13,0,25,0,0,3,1,1,0,11,0,3,0,0,0,0,7,0,0,3,2,0,1,15,0,2,0,8,11,1,0,0,13,0,60,0,0
2013-02-17,447,125,0,0,6,0,643,0,3,0,2,9,7,16,1,9,0,0,9,0,0,0,4,0,1,0,0,0,0,19,1,2,3,0,0,0,34,1,2,0,5,8,0,0,0,23,0,59,0,1
2013-02-18,398,90,0,0,3,0,573,0,5,0,3,6,15,9,3,13,0,0,9,0,0,0,5,0,2,3,1,0,0,20,0,0,2,0,1,0,19,3,0,0,5,9,0,0,0,21,0,54,0,0
2013-02-19,477,132,0,0,2,0,649,0,11,2,2,5,11,13,6,14,0,3,9,0,1,1,13,1,3,0,0,0,0,9,0,0,5,8,1,0,22,1,1,0,3,17,0,0,0,28,0,63,0,0
2013-02-20,510,102,0,0,2,0,764,0,3,3,1,5,11,6,3,14,0,1,7,1,0,0,8,0,1,1,0,0,0,5,0,1,4,1,0,0,26,1,0,0,1,21,0,0,0,24,0,78,0,0
2013-02-21,498,130,2,1,0,1,746,0,7,0,2,2,13,11,4,10,0,0,6,1,0,0,5,0,0,2,0,0,0,12,2,3,5,0,0,0,23,1,0,0,1,10,0,0,0,21,1,84,0,5
2013-02-22,531,127,1,1,2,1,810,0,3,2,1,2,13,10,0,21,0,1,3,0,0,0,6,1,0,0,2,0,0,15,0,1,1,0,0,0,28,0,0,0,0,13,0,0,1,31,0,71,0,0
2013-02-23,521,136,2,0,1,0,765,0,9,2,0,4,17,13,5,13,0,1,9,3,0,1,8,0,2,0,0,0,0,19,0,1,5,16,1,0,24,1,0,0,9,13,0,0,1,21,1,58,0,0
2013-02-24,426,111,1,1,2,1,638,0,8,1,2,5,11,3,4,16,0,1,7,2,0,0,1,0,1,0,2,0,0,9,0,1,0,5,0,0,26,0,1,1,4,6,0,2,0,28,0,52,0,2
2013-02-25,490,105,1,0,2,1,741,0,6,1,1,12,14,10,3,16,0,0,9,0,0,0,3,0,1,1,0,0,0,16,0,3,0,0,0,0,25,1,0,0,0,13,1,0,0,23,0,69,0,1
2013-02-26,537,159,0,0,5,0,769,0,8,1,2,6,15,17,2,22,0,0,17,0,0,2,3,0,1,1,2,0,0,16,1,0,5,3,0,0,32,0,0,0,2,12,1,0,1,29,0,80,0,2
2013-02-27,550,160,1,0,6,0,803,0,5,1,4,11,12,11,8,6,0,0,4,0,0,3,8,0,2,0,0,0,0,14,2,0,3,5,0,0,26,0,1,0,4,9,1,0,0,27,0,80,0,0
2013-02-28,517,111,2,1,6,0,756,0,5,1,3,10,11,6,2,14,0,0,9,1,0,0,15,0,1,0,1,0,0,19,1,3,0,0,1,0,25,0,1,0,3,11,0,0,0,38,0,80,0,0
2013-03-01,603,128,0,0,5,0,845,0,7,1,0,6,11,19,3,42,0,3,5,2,0,0,14,0,1,0,0,0,0,18,3,0,3,1,0,0,33,1,0,0,5,14,0,0,0,22,0,113,1,0
2013-03-02,474,129,1,0,2,0,705,0,3,4,0,5,12,7,5,22,0,0,9,1,0,0,5,0,2,0,0,0,0,26,4,2,2,5,0,0,23,0,0,0,6,16,0,0,0,21,2,68,0,0
2013-03-03,502,147,5,0,6,0,733,0,6,0,2,10,13,10,3,24,0,3,6,0,0,0,2,0,1,2,0,0,0,16,1,4,2,1,0,0,37,2,2,0,6,11,0,0,0,13,1,66,0,1
2013-03-04,597,142,1,0,0,0,906,0,6,2,2,6,9,13,3,31,0,0,6,0,0,0,12,0,2,2,0,0,0,20,1,1,1,5,0,0,51,0,1,1,2,13,0,0,0,23,0,76,0,2
2013-03-05,527,154,0,1,2,1,761,0,13,2,1,4,12,15,1,9,0,3,6,1,0,0,5,2,1,0,1,0,0,12,0,4,2,0,0,0,45,2,2,0,5,16,0,0,0,36,0,68,0,2
2013-03-06,475,101,0,0,2,0,701,0,5,3,0,4,15,11,2,10,0,1,5,0,0,0,6,0,2,0,0,0,0,12,0,2,0,2,0,0,25,0,0,0,0,5,0,0,0,19,1,70,0,5
2013-03-07,535,153,1,0,1,0,785,0,10,0,0,11,9,9,3,13,0,1,7,0,0,0,4,0,2,0,0,0,0,20,0,3,3,11,0,0,25,0,3,0,5,7,0,0,0,27,0,75,0,0
2013-03-08,851,180,1,1,4,0,1269,0,4,1,6,12,12,12,4,28,0,3,14,4,0,0,15,0,3,1,1,0,0,10,1,1,0,129,1,0,43,0,0,0,3,11,0,0,0,21,1,74,0,3
2013-03-09,569,158,1,2,3,0,888,0,5,2,0,5,11,8,5,26,0,0,11,0,0,0,10,0,0,1,0,0,0,16,2,2,2,5,0,0,23,0,2,0,5,9,0,0,0,19,0,68,0,2
2013-03-10,415,113,1,0,2,0,608,0,6,4,1,7,7,8,1,22,0,1,8,0,1,0,9,0,2,2,0,0,0,11,2,4,4,1,0,0,23,0,1,0,3,10,0,1,1,9,1,77,0,0
2013-03-11,521,130,3,0,3,0,777,0,10,1,2,7,13,8,2,28,0,3,6,0,0,0,13,0,0,0,2,0,0,15,1,4,3,0,0,0,36,1,3,1,0,12,0,0,0,16,0,54,0,2
2013-03-12,547,135,0,0,6,1,794,0,7,3,1,6,14,11,5,15,0,2,6,0,1,0,5,1,3,1,1,0,0,14,0,0,2,17,1,0,23,0,0,0,2,11,0,0,0,29,0,76,0,0
2013-03-13,636,149,1,0,3,1,953,0,8,1,0,8,20,18,1,18,0,0,12,2,0,0,8,0,5,3,2,0,0,19,0,3,8,2,0,0,43,0,0,1,5,11,0,0,0,26,0,93,0,0
2013-03-14,557,126,0,1,2,1,844,0,8,4,2,7,19,5,7,18,0,1,11,4,0,1,6,0,0,0,0,0,0,21,0,1,3,0,0,0,39,0,0,0,1,7,0,0,0,19,0,63,0,4
2013-03-15,607,119,0,0,0,0,877,0,6,4,3,5,16,11,6,29,0,0,7,2,0,0,10,0,3,1,2,0,0,21,1,3,1,1,0,0,46,0,0,0,5,19,0,0,0,30,0,97,0,3
2013-03-16,521,152,0,1,0,0,762,0,8,0,3,5,12,11,3,26,0,1,14,4,0,2,4,0,5,0,2,0,0,10,2,1,2,10,0,1,22,1,0,0,10,13,0,0,0,34,0,45,0,0
2013-03-17,426,116,2,1,1,0,636,0,6,2,0,8,8,14,4,28,0,1,4,1,0,0,1,0,0,1,0,2,0,6,2,2,1,3,1,0,30,0,0,0,5,10,0,0,1,20,1,53,0,1
2013-03-18,623,121,1,2,3,0,936,0,7,0,0,8,9,10,3,15,0,0,10,1,0,0,12,1,0,0,1,0,0,14,0,1,5,56,0,0,31,1,0,0,5,15,1,0,0,28,0,62,0,0
2013-03-19,559,135,0,1,3,0,790,0,3,0,2,13,22,15,2,23,0,1,6,0,0,1,6,1,0,0,1,0,0,10,0,2,5,20,1,0,33,0,0,0,0,13,0,0,0,23,0,72,0,0
2013-03-20,540,121,1,0,4,0,823,0,12,0,1,8,10,10,0,27,0,3,4,2,0,0,10,0,2,2,0,0,0,11,1,1,4,7,0,0,33,0,1,0,2,9,0,0,0,19,0,69,0,1
2013-03-21,507,134,0,0,3,1,781,0,8,1,2,4,6,12,1,19,0,3,7,0,0,0,1,1,0,0,0,0,1,10,2,2,2,1,0,0,35,0,0,0,4,16,0,0,1,19,0,64,0,0
2013-03-22,604,148,0,1,6,0,880,0,12,0,0,6,16,12,2,23,0,0,12,1,0,0,12,1,2,0,3,0,0,14,0,2,4,0,0,0,30,0,0,2,5,13,0,0,1,25,0,101,0,0
2013-03-23,488,139,1,1,1,0,716,0,4,1,1,4,18,13,4,25,0,0,8,1,0,2,11,0,3,1,0,0,0,9,1,1,4,0,0,1,36,2,0,0,6,7,0,0,0,18,1,62,0,1
2013-03-24,451,128,0,2,0,1,651,0,8,5,0,8,8,9,2,29,0,0,7,0,0,0,3,0,0,0,1,0,0,15,1,7,2,0,0,0,36,0,0,0,9,5,0,0,2,14,0,56,0,0
2013-03-25,498,146,0,0,7,1,732,0,14,0,1,8,12,10,2,20,0,1,2,1,0,0,2,0,0,0,0,0,1,9,1,1,3,8,0,0,27,0,1,0,3,16,0,0,0,26,0,53,0,2
2013-03-26,425,91,2,0,3,0,629,0,1,1,1,6,12,7,4,17,0,3,6,1,0,0,7,0,1,1,0,0,0,11,1,2,2,2,0,0,20,1,2,0,2,12,0,0,0,24,0,59,0,4
2013-03-27,441,89,0,0,3,0,647,0,8,1,2,6,11,11,2,10,0,1,11,1,0,0,7,0,1,0,0,0,0,24,0,2,0,0,0,0,21,1,1,0,2,11,0,0,0,26,0,57,0,1
2013-03-28,549,161,0,0,7,0,851,0,9,0,3,11,16,3,0,14,0,2,5,1,0,0,9,0,2,1,0,0,0,12,2,3,4,0,1,0,37,0,0,0,5,22,1,0,1,22,1,59,0,0
2013-03-29,520,144,1,0,4,0,802,0,7,1,6,10,11,11,2,15,0,1,5,2,0,0,5,1,3,2,2,0,0,5,2,2,3,0,0,0,30,2,1,0,4,14,0,0,0,19,0,68,0,2
2013-03-30,513,142,0,1,2,0,749,0,9,1,0,4,14,8,1,19,0,0,17,0,0,0,13,0,2,1,0,0,0,10,2,0,4,0,0,0,40,3,0,1,15,13,0,0,0,23,0,58,0,2
2013-03-31,426,155,0,0,4,0,641,0,5,4,2,6,11,10,1,17,0,0,7,5,0,0,8,0,2,1,3,0,1,15,0,1,1,6,1,0,27,0,0,0,5,10,0,0,0,20,0,55,0,1
2013-04-01,479,96,3,0,5,2,710,0,8,1,1,6,19,9,2,16,0,0,3,1,0,0,7,0,2,0,2,0,0,10,0,2,2,3,0,0,39,2,0,0,5,10,0,0,0,13,0,61,0,1
2013-04-02,437,84,0,0,2,0,676,0,4,3,1,11,17,7,2,11,0,0,2,0,0,0,5,0,1,0,0,0,0,12,0,2,0,0,0,0,16,0,0,0,3,8,0,0,0,18,0,61,0,1
2013-04-03,532,140,2,0,5,1,756,0,5,0,3,5,10,8,1,13,0,0,7,2,0,2,4,2,3,5,0,0,0,12,2,1,1,1,0,0,40,0,2,0,1,18,0,0,0,33,1,86,0,0
2013-04-04,566,155,1,0,7,1,842,0,4,1,3,12,13,12,2,14,0,2,5,1,0,0,9,0,1,4,4,0,0,16,1,2,3,0,0,0,32,1,0,1,0,18,0,0,0,32,0,80,0,1
2013-04-05,581,149,0,1,7,1,836,0,5,2,0,10,10,9,6,32,1,2,8,3,0,0,13,1,1,2,2,0,0,19,2,5,3,0,0,0,34,0,1,1,2,10,0,1,0,33,0,87,0,1
2013-04-06,531,154,1,0,0,1,813,0,5,1,1,9,10,13,2,28,0,1,6,1,0,0,6,0,3,0,2,0,0,12,2,0,3,0,0,0,29,0,0,0,6,10,0,0,0,25,0,71,0,0
2013-04-07,451,158,0,0,0,1,651,0,9,0,0,10,16,15,2,34,0,0,9,0,0,0,5,0,1,0,0,1,0,16,3,1,4,0,0,0,30,0,1,0,9,9,0,0,0,20,0,52,0,0
2013-04-08,582,148,0,1,5,0,858,0,7,3,2,6,18,12,3,27,1,1,11,5,0,1,5,0,1,0,2,1,0,18,0,4,3,1,1,1,48,1,1,0,3,15,1,0,0,26,0,79,0,0
2013-04-09,613,166,1,0,3,0,942,0,1,1,4,7,16,12,0,23,0,1,5,0,0,0,13,0,3,3,0,0,0,8,4,4,1,1,0,0,40,2,0,0,3,14,0,0,0,19,0,99,0,0
2013-04-10,580,163,0,0,6,0,882,0,5,2,2,5,16,16,2,14,0,2,11,0,0,0,6,0,3,0,0,0,0,6,0,0,4,2,0,1,35,1,0,0,5,13,0,0,0,25,0,85,0,0
2013-04-11,517,117,0,1,3,0,709,0,11,1,2,10,22,9,5,13,0,0,7,2,0,0,16,1,4,0,0,0,0,13,2,4,1,3,0,0,39,1,2,0,0,16,0,0,0,22,0,76,0,1
2013-04-12,649,203,0,1,1,0,934,0,4,0,2,4,14,16,5,20,0,1,11,0,0,0,9,0,1,0,0,0,0,25,0,3,0,31,1,1,55,0,0,0,6,19,0,0,0,35,0,75,0,0
2013-04-13,555,170,0,0,2,1,837,0,11,0,2,2,16,16,0,23,1,1,5,0,0,0,8,0,1,0,4,0,0,15,0,1,4,5,0,0,28,0,0,0,5,17,0,0,0,18,1,68,0,2
2013-04-14,472,139,0,0,1,1,711,0,10,1,2,2,17,15,3,30,0,0,11,0,0,0,11,0,1,0,0,0,0,11,0,2,3,0,0,0,23,1,1,0,9,11,0,0,0,26,1,37,0,0
2013-04-15,603,161,1,1,3,0,925,0,13,2,1,10,18,17,3,21,0,0,12,0,0,0,7,0,1,2,0,0,0,16,0,1,1,0,1,0,36,0,1,0,1,13,0,0,0,18,0,73,0,0
2013-04-16,564,160,1,0,3,1,892,0,6,0,1,5,16,7,1,19,0,1,6,0,0,0,8,0,0,0,2,0,0,19,1,1,6,0,0,0,37,0,0,0,7,7,0,0,0,16,0,67,0,0
2013-04-17,535,161,1,0,6,1,810,0,5,4,1,8,11,15,0,11,0,0,5,1,0,0,6,0,1,0,1,0,0,17,0,0,2,3,1,0,43,0,1,0,3,6,0,0,0,26,1,72,0,2
2013-04-18,553,113,0,0,4,0,826,0,7,0,0,7,12,11,4,8,0,0,9,3,0,0,11,0,3,0,1,0,0,22,2,2,1,1,0,0,33,0,0,0,4,17,1,0,0,25,2,81,0,0
2013-04-19,570,154,0,0,7,1,830,0,7,3,1,10,13,12,1,27,0,0,6,0,0,0,5,0,3,0,0,0,0,17,0,1,2,0,2,0,44,0,0,0,7,9,1,0,1,29,1,86,0,2
2013-04-20,532,150,0,0,4,0,736,0,7,5,2,15,21,13,2,40,0,0,7,1,0,0,6,0,3,0,0,0,0,15,1,2,0,5,1,0,33,0,1,2,8,13,0,0,0,32,0,66,0,3
2013-04-21,471,127,0,1,2,1,702,0,7,1,1,9,16,9,1,13,0,1,7,3,0,0,9,0,1,1,0,0,0,17,0,1,1,0,0,0,35,0,1,0,10,13,0,0,0,17,0,53,0,0
2013-04-22,565,105,1,1,4,0,821,0,8,1,1,9,17,11,2,25,0,1,10,0,0,0,13,0,4,1,1,0,0,19,1,1,1,1,1,2,38,0,0,0,3,13,0,0,1,24,0,72,0,2
2013-04-23,513,137,1,1,4,0,775,0,3,0,1,8,11,10,2,28,0,0,6,0,0,0,4,2,2,0,3,0,1,10,1,1,5,0,0,0,19,1,0,1,2,8,0,0,0,29,0,57,0,4
2013-04-24,598,160,1,0,5,0,866,0,6,2,0,8,16,13,1,7,0,4,6,0,0,1,13,0,0,2,0,0,0,14,2,3,1,0,0,0,48,2,1,0,5,1,0,0,0,40,0,110,0,1
2013-04-25,583,185,0,1,5,1,823,0,15,1,0,5,18,15,1,15,0,0,6,5,0,0,10,2,3,1,0,0,0,19,3,1,1,0,0,0,38,0,0,1,1,14,0,0,0,24,0,100,0,4
2013-04-26,675,152,0,0,8,1,959,0,8,5,1,9,16,12,0,29,0,4,14,3,0,0,9,0,2,4,2,0,0,23,1,2,2,0,0,1,45,0,1,2,1,12,2,0,1,30,0,121,0,0
2013-04-27,517,172,0,1,1,0,781,0,4,0,0,7,13,11,0,17,0,0,6,3,0,0,8,0,0,0,0,0,0,11,2,3,2,0,1,1,38,0,1,0,10,19,0,0,0,14,0,74,0,0
2013-04-28,440,172,0,1,1,1,642,0,11,2,0,11,10,8,1,20,0,0,8,1,0,0,8,0,3,1,0,0,0,11,1,3,1,0,0,0,36,1,0,1,7,9,0,0,0,13,1,62,0,0
2013-04-29,597,161,0,0,4,0,884,0,11,2,0,7,13,15,3,23,0,0,12,0,2,0,4,2,1,0,1,0,0,14,1,3,6,13,0,0,35,1,0,1,2,18,1,0,1,22,0,86,0,0
2013-04-30,576,125,2,0,3,0,850,0,10,3,1,6,23,12,2,26,0,1,3,0,0,0,7,0,1,3,1,0,0,13,0,2,8,0,1,0,39,0,1,0,3,15,0,0,0,30,0,70,0,1
2013-05-01,576,185,1,1,5,1,796,0,8,2,1,12,20,11,3,16,0,2,8,2,0,0,9,0,2,1,0,0,0,18,3,6,0,0,0,0,41,1,1,1,2,21,1,0,0,27,1,93,0,3
2013-05-02,585,161,0,0,5,0,842,0,7,0,2,5,12,17,1,15,0,1,12,4,0,1,10,0,1,3,0,0,0,15,1,0,3,0,0,0,50,0,0,0,0,10,0,0,1,38,1,104,0,1
2013-05-03,686,181,0,1,1,0,1029,0,8,2,0,9,13,12,6,16,0,0,15,2,1,0,10,1,0,4,1,0,0,14,2,1,5,1,0,0,34,0,0,0,1,20,0,0,0,33,0,109,0,0
2013-05-04,580,169,0,1,2,0,878,0,2,0,1,10,15,17,0,16,0,0,10,3,0,2,13,1,3,1,0,0,0,9,1,1,3,0,0,0,39,0,1,0,4,13,0,0,0,28,1,88,0,0
2013-05-05,515,177,0,2,3,0,733,0,9,2,2,15,16,13,2,23,0,5,6,1,0,2,9,0,4,1,1,0,0,14,0,3,2,0,1,1,36,0,1,0,5,12,0,0,0,36,0,77,0,1
2013-05-06,561,159,1,0,2,1,837,0,6,2,4,13,16,8,5,17,0,0,11,0,0,0,10,0,1,2,0,0,0,17,1,0,3,0,1,0,28,0,1,0,2,14,1,0,0,27,0,78,0,0
2013-05-07,592,156,1,1,6,1,844,0,9,7,0,6,14,10,3,19,0,2,5,4,0,0,9,0,1,1,2,0,0,15,0,3,3,0,0,1,31,1,0,0,1,12,1,1,0,27,0,103,0,5
2013-05-08,620,165,0,0,7,0,910,0,6,1,2,3,15,6,4,19,0,1,13,0,0,0,16,0,1,0,1,0,0,8,1,1,3,18,0,0,38,0,0,0,1,13,0,1,0,38,0,77,1,1
2013-05-09,602,155,0,0,2,1,855,0,11,3,1,8,9,14,1,12,0,0,15,0,0,0,7,0,3,2,2,0,1,17,3,4,4,9,0,0,40,0,0,0,8,26,0,0,0,45,0,86,0,0
2013-05-10,698,190,1,0,6,0,1059,0,13,4,1,6,29,9,2,27,0,0,12,4,0,1,12,0,3,3,0,0,0,20,3,3,2,1,0,0,45,0,1,0,6,17,0,0,0,31,1,85,0,1
2013-05-11,523,188,0,1,2,0,761,0,7,2,2,9,19,11,5,19,1,1,5,1,0,1,11,0,0,0,3,0,0,8,0,1,4,19,3,0,19,0,1,1,7,7,0,0,1,24,1,67,0,1
2013-05-12,527,161,1,0,1,1,768,0,5,3,2,8,11,12,3,19,0,2,11,0,0,0,10,1,3,0,0,0,0,16,2,1,4,2,1,0,36,1,0,0,2,10,1,0,0,30,0,72,0,0
2013-05-13,576,132,1,0,6,0,866,0,8,2,0,9,12,10,1,16,0,2,9,1,0,0,8,2,2,0,0,0,0,13,2,1,4,0,0,0,36,2,0,0,3,21,1,0,0,23,1,77,0,1
2013-05-14,565,112,1,0,5,0,786,0,11,1,0,10,13,10,1,28,0,2,7,0,0,1,3,1,0,1,1,0,0,18,2,3,6,0,0,1,33,0,1,1,3,13,1,0,0,30,0,94,0,0
2013-05-15,532,90,1,1,4,0,794,0,9,0,6,4,17,11,2,12,0,1,5,2,0,0,7,0,1,0,0,0,0,18,1,0,5,0,1,1,30,1,0,0,4,12,1,0,0,21,0,78,0,4
2013-05-16,559,144,1,1,9,0,810,0,5,1,1,7,17,11,2,15,0,2,6,2,0,0,6,0,4,1,1,0,0,18,1,2,4,0,0,0,37,0,1,0,4,13,0,0,0,25,0,86,0,2
2013-05-17,741,182,1,0,5,2,1100,0,8,6,2,5,16,9,2,36,0,2,13,6,1,1,17,0,0,4,0,0,0,26,1,6,6,0,0,0,39,0,0,1,5,17,0,0,0,29,0,116,0,6
2013-05-18,505,155,0,1,3,0,746,0,6,1,0,7,20,16,2,19,0,2,6,3,0,0,7,0,0,0,0,0,0,16,3,4,3,1,1,0,36,3,2,2,6,16,0,0,1,20,0,67,0,0
2013-05-19,544,152,1,0,2,0,779,0,9,2,2,8,7,16,4,22,0,2,14,0,0,0,2,1,0,0,3,0,0,16,1,2,2,25,0,0,30,0,3,0,7,13,0,0,0,34,0,72,0,0
2013-05-20,657,175,0,0,6,0,970,0,4,1,3,7,22,11,3,29,0,5,13,0,0,2,6,0,6,1,1,0,0,23,0,4,7,5,0,0,52,0,1,0,5,16,0,0,0,22,0,68,0,2
2013-05-21,697,174,0,1,8,0,990,0,8,5,2,10,21,15,2,44,0,0,18,0,0,0,10,0,1,1,1,0,0,22,0,1,3,0,0,0,50,1,0,0,1,16,0,0,0,35,0,93,0,2
2013-05-22,570,131,0,0,5,0,822,0,5,0,0,4,17,19,2,21,0,3,6,2,0,0,8,0,4,1,0,0,0,20,2,2,2,1,0,0,38,0,0,0,3,23,0,0,0,32,0,84,0,1
2013-05-23,735,190,0,0,6,0,1109,0,11,3,1,16,23,24,6,12,0,1,9,6,0,0,17,1,1,0,0,0,0,25,1,1,3,14,1,0,41,0,0,0,2,16,1,0,0,36,0,86,0,1
2013-05-24,668,202,0,1,7,3,924,0,13,1,0,4,15,22,3,21,0,2,7,4,0,0,11,0,1,0,1,0,1,25,0,2,4,22,0,1,40,0,1,0,5,24,0,0,0,30,0,107,0,3
2013-05-25,514,155,0,0,2,0,725,0,9,0,0,5,13,18,5,28,0,4,11,4,0,0,10,0,2,0,0,0,0,9,1,0,5,10,0,0,22,1,0,0,7,6,1,0,0,25,0,78,0,1
2013-05-26,455,167,2,1,1,1,634,0,10,1,1,16,8,13,2,25,0,0,9,2,0,0,5,0,0,1,1,0,0,12,2,1,3,0,0,0,27,0,1,0,14,9,1,0,0,30,1,70,0,0
2013-05-27,420,159,2,1,0,0,619,0,9,0,2,10,19,10,1,4,0,1,12,0,0,0,6,0,2,1,0,0,0,7,3,1,0,0,0,0,42,0,0,0,6,6,0,0,1,25,0,69,0,0
2013-05-28,686,163,0,3,5,0,1003,0,5,2,2,6,10,24,2,16,0,1,16,0,0,0,7,1,2,1,0,0,0,22,0,2,4,15,1,0,53,0,2,0,2,22,1,0,1,31,0,86,0,2
2013-05-29,574,150,0,0,5,0,816,0,4,4,2,8,19,15,2,8,0,4,7,0,0,0,9,4,1,0,1,0,0,19,0,1,6,0,0,0,43,1,3,1,2,24,0,0,0,30,0,90,0,2
2013-05-30,685,176,0,0,6,1,1041,0,10,2,6,6,23,25,0,19,0,3,8,1,0,0,8,0,4,0,1,0,0,23,0,0,3,0,0,0,32,0,0,0,1,12,1,0,0,25,1,97,0,1
2013-05-31,736,169,1,0,7,1,1082,0,3,2,4,6,19,12,5,27,0,4,7,2,0,1,18,0,3,0,3,1,0,24,0,0,2,0,0,0,56,0,0,1,4,21,0,0,0,29,2,101,0,2
2013-06-01,631,181,0,2,2,0,957,0,13,3,1,7,14,11,3,28,0,0,13,7,0,0,6,0,2,1,0,0,0,19,2,2,4,1,0,0,25,1,3,0,10,15,0,0,0,15,0,88,0,0
2013-06-02,487,130,1,0,1,0,735,0,8,0,0,9,20,14,2,33,0,2,4,2,0,1,9,0,1,1,0,0,0,13,2,7,1,1,0,0,26,3,1,0,4,14,1,0,0,18,0,69,0,1
2013-06-03,706,166,1,0,6,1,996,0,12,1,1,15,26,20,2,34,0,1,9,1,0,0,8,0,3,2,0,0,0,27,3,3,6,15,2,0,53,2,0,0,4,18,0,0,0,32,0,90,0,0
2013-06-04,613,188,1,0,4,0,932,0,7,1,2,5,17,15,4,11,0,2,5,0,0,0,7,0,6,0,0,0,0,13,2,4,0,0,0,0,38,0,0,0,1,13,0,0,0,20,0,81,0,4
2013-06-05,599,142,0,1,3,1,865,0,11,1,1,16,18,10,3,17,0,3,9,2,0,0,9,0,2,0,0,0,0,21,2,3,5,0,0,0,35,2,1,0,3,18,1,1,0,30,0,82,0,2
2013-06-06,605,199,1,0,7,0,867,0,6,0,0,15,21,19,4,17,0,0,8,2,0,0,9,0,2,0,0,0,0,20,5,1,6,7,0,0,37,1,1,0,4,13,0,0,0,25,0,91,0,0
2013-06-07,791,232,0,0,4,1,1125,0,15,2,2,14,15,13,3,18,0,2,12,1,0,1,11,1,4,0,2,0,0,26,1,1,1,42,0,0,41,0,0,0,3,21,0,0,0,38,0,115,0,3
2013-06-08,571,150,0,1,1,0,803,0,4,2,0,5,12,11,4,53,0,3,12,2,0,4,7,0,2,0,3,0,0,8,1,0,6,10,0,0,43,0,0,0,6,11,2,0,0,26,1,67,0,3
2013-06-09,533,190,0,0,1,0,794,1,9,1,1,8,10,15,4,29,0,0,10,2,0,0,12,0,0,0,2,0,0,19,2,0,5,0,0,0,39,0,0,0,5,12,0,0,0,23,0,53,0,0
2013-06-10,624,164,1,0,3,1,905,0,8,4,3,8,20,9,5,15,0,0,10,1,0,0,5,2,1,0,1,0,0,21,1,3,4,18,0,0,47,0,0,0,1,16,1,0,1,25,0,84,0,0
2013-06-11,635,154,2,0,5,0,929,0,8,1,1,7,21,9,2,11,0,2,12,0,0,0,18,0,0,1,1,0,0,25,3,3,1,11,1,0,29,0,1,0,1,9,0,0,0,29,0,79,0,1
2013-06-12,615,172,1,0,4,0,896,0,5,2,0,12,21,23,2,19,0,1,8,3,0,0,10,3,1,1,3,0,0,18,1,2,5,0,1,1,29,2,0,0,1,9,0,0,0,28,0,107,0,0
2013-06-13,533,140,4,0,3,0,781,0,9,0,2,9,12,8,3,12,0,2,5,1,0,0,8,0,3,0,1,0,0,11,0,1,2,10,0,0,43,0,0,0,1,15,0,0,0,27,0,75,0,0
2013-06-14,693,211,0,1,8,1,1013,0,6,3,1,7,17,12,5,19,0,1,6,1,0,0,9,0,2,1,0,0,0,18,2,3,6,9,0,0,42,0,0,0,3,20,1,0,0,32,0,109,0,2
