date,all_collisions,injury_collisions,fatal_collisions,tire_failure_inadequate,oversized_vehicle,following_too_closely,unspecified,shoulders_defective_improper,physical_disability,other_electronic_device,brakes_defective,driver_inexperience,backing_unsafely,prescription_medication,view_obstructed_limited,other_vehicular,other_lighting_defects,reaction_to_other_uninvolved_vehicle,traffic_control_disregarded,fell_asleep,tow_hitch_defective,traffic_control_device_improper_non_working,outside_car_distraction,lane_marking_improper_inadequate,illness,glare,pavement_defective,cell_phone_hand_held,headlights_defective,turning_improperly,failure_to_keep_right,aggressive_driving_road_rage,passenger_distraction,pavement_slippery,drugs_illegal,cell_phone_hands_free,fatigued_drowsy,steering_failure,unsafe_speed,unsafe_lane_changing,alcohol_involvement,lost_consciousness,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,animals_action,failure_to_yield_right_of_way,accelerator_defective,driver_inattention_distraction,windshield_inadequate,obstruction_debris
2013-10-19,471,153,0,0,2,1,720,0,4,0,2,7,13,8,0,21,0,2,6,0,0,0,11,0,2,0,0,1,0,17,3,3,2,1,0,0,17,1,0,0,6,14,0,0,0,14,0,56,0,1
2013-10-20,490,142,2,0,0,0,714,0,4,1,1,9,13,13,2,23,1,1,6,1,0,1,3,0,2,2,0,0,0,13,2,0,6,2,1,0,34,1,0,0,5,10,0,0,0,22,0,62,0,1
2013-10-21,616,191,2,0,7,0,867,0,9,1,1,6,14,9,1,35,0,1,7,3,0,0,5,1,2,3,1,0,0,20,2,2,6,1,0,0,49,0,0,0,6,19,0,0,0,33,0,84,0,2
2013-10-22,540,152,1,0,6,0,786,0,5,3,1,13,14,14,4,33,0,1,5,0,0,0,9,0,0,3,1,0,0,19,2,0,3,0,1,1,34,1,1,0,0,7,1,0,0,20,1,65,0,2
2013-10-23,558,156,0,2,2,2,826,0,7,0,0,10,19,10,2,31,0,3,4,1,0,0,7,0,2,0,0,0,0,23,2,0,5,2,0,0,31,0,0,1,1,16,1,0,0,33,0,71,0,1
2013-10-24,632,170,0,0,4,1,884,0,8,4,1,7,16,10,3,30,0,3,13,1,0,0,8,0,1,4,2,0,0,30,1,0,2,0,0,0,43,0,0,0,5,17,0,0,1,35,0,105,0,0
2013-10-25,647,142,1,0,7,1,897,0,17,4,0,12,21,15,4,25,0,0,5,0,0,3,7,0,4,4,1,0,0,19,0,1,6,0,0,0,55,1,0,0,6,20,0,0,1,32,0,112,0,0
2013-10-26,626,236,0,0,1,1,927,0,5,2,2,5,16,23,3,29,0,1,7,3,0,0,9,0,0,3,0,0,0,21,0,1,3,1,0,0,47,1,2,0,4,19,0,0,1,17,1,83,0,1
2013-10-27,512,149,0,0,0,0,730,0,10,1,1,12,19,6,0,19,0,0,12,1,0,0,10,0,0,2,0,0,0,18,1,4,3,0,0,0,33,0,1,0,10,9,0,0,0,26,1,80,0,1
2013-10-28,620,176,2,0,9,1,867,0,7,1,0,6,20,16,2,38,0,1,16,1,1,0,7,0,1,3,0,0,0,12,2,0,2,0,1,0,31,0,0,0,7,10,0,0,0,35,0,102,0,2
2013-10-29,599,156,0,0,2,1,889,0,11,2,1,8,13,5,4,26,0,0,9,1,0,0,11,0,2,5,0,1,0,17,0,1,5,0,0,0,52,1,1,0,3,17,0,1,0,27,0,58,0,0
2013-10-30,558,155,1,0,2,1,808,0,7,3,2,9,16,15,2,31,0,0,9,0,0,0,9,0,2,0,0,0,0,24,0,1,3,0,0,0,31,0,1,0,1,22,0,0,1,26,2,89,0,0
2013-10-31,615,155,1,1,3,0,890,0,3,3,3,13,15,12,3,31,0,1,7,1,0,0,12,0,1,1,0,1,0,12,2,2,2,14,1,1,48,1,1,0,5,9,1,0,1,40,0,63,0,2
2013-11-01,710,209,0,0,3,0,1022,0,8,1,1,3,15,10,4,36,0,2,9,2,0,0,10,0,1,0,0,0,0,21,1,4,5,14,1,0,40,0,1,0,14,19,1,1,0,29,0,113,0,1
2013-11-02,551,168,2,1,2,1,807,0,6,0,1,3,14,19,1,28,0,2,10,0,0,0,3,0,0,1,0,1,1,17,3,1,5,0,1,1,46,0,2,0,5,29,0,0,0,35,0,71,0,1
2013-11-03,415,138,0,0,0,1,623,0,6,0,3,8,15,13,1,15,0,0,10,3,0,1,5,0,2,1,0,0,0,12,3,2,1,0,0,0,26,1,0,0,9,13,0,0,0,19,0,62,0,0
2013-11-04,658,158,0,0,8,1,942,0,5,2,3,5,28,7,5,33,0,0,8,1,0,0,8,0,2,5,0,0,0,17,1,3,0,0,0,0,31,0,0,0,4,16,1,0,0,28,1,121,0,0
2013-11-05,510,136,2,0,4,0,723,0,10,2,0,8,20,15,1,30,0,0,6,0,0,0,6,0,1,0,1,0,0,20,0,0,1,0,0,0,31,2,0,0,1,17,0,0,0,23,0,90,0,2
2013-11-06,635,161,1,1,5,0,868,0,8,2,3,16,18,14,6,12,0,2,6,3,0,1,8,0,1,2,0,0,0,23,2,1,13,0,2,0,49,0,2,0,5,17,1,0,0,41,0,96,0,0
2013-11-07,646,151,0,0,9,1,927,0,3,1,3,5,14,22,1,37,0,3,10,4,0,1,11,1,1,1,2,0,0,12,0,2,2,23,0,2,48,1,0,0,3,12,0,1,0,30,0,84,0,0
2013-11-08,682,155,1,0,3,0,1028,0,7,1,2,9,19,20,5,23,0,0,6,0,0,1,4,2,1,1,0,0,0,17,0,4,2,1,0,1,34,0,1,0,3,16,0,0,0,25,0,103,0,3
2013-11-09,571,148,3,0,0,1,853,0,11,3,0,9,17,11,2,18,0,0,13,0,0,0,7,0,3,1,0,0,0,16,3,1,4,0,2,0,30,2,0,0,6,11,0,0,0,30,0,75,1,1
2013-11-10,474,103,1,2,2,0,694,0,6,0,2,5,13,14,0,24,0,1,9,0,0,1,12,0,4,0,0,0,0,11,2,4,2,1,0,0,25,0,0,0,16,17,0,0,0,16,0,64,0,1
2013-11-11,456,114,3,0,1,0,678,0,2,1,0,13,15,3,1,26,0,0,6,0,0,0,18,0,2,1,1,0,0,13,0,0,0,0,1,0,26,0,0,0,3,11,0,0,1,18,2,71,0,3
2013-11-12,647,151,1,2,7,0,926,0,9,2,2,10,12,7,6,37,0,0,4,1,0,0,13,0,1,1,0,0,0,27,1,0,3,9,1,0,42,0,3,0,2,9,0,0,1,20,0,98,0,1
2013-11-13,592,167,1,0,2,3,832,0,5,2,1,11,13,5,2,28,0,1,7,0,0,2,6,0,1,4,0,0,0,20,0,3,4,5,0,0,57,0,0,0,1,14,0,0,0,32,1,92,0,1
2013-11-14,620,161,1,0,5,0,873,0,9,0,2,12,25,14,4,23,0,3,8,0,0,0,4,0,0,2,1,0,0,29,1,4,4,0,0,0,44,1,1,0,3,23,1,0,3,29,0,72,0,2
2013-11-15,617,182,2,4,6,0,893,0,10,1,1,10,12,16,2,41,0,0,8,0,0,0,18,2,1,0,0,0,1,21,2,4,4,0,0,0,33,0,0,0,4,11,1,1,0,29,1,84,0,0
2013-11-16,612,170,0,0,1,0,871,0,7,2,4,12,22,12,2,21,0,3,9,0,0,0,10,0,3,0,0,1,0,16,0,1,4,6,0,0,38,0,2,0,8,18,0,0,0,35,0,90,0,0
2013-11-17,532,187,0,1,1,1,763,0,4,2,6,11,8,12,0,33,0,0,10,0,0,0,8,0,0,0,0,0,0,13,3,0,3,28,0,0,43,0,1,0,11,10,0,0,1,20,0,61,0,2
2013-11-18,611,169,1,0,7,0,860,1,9,0,0,14,19,16,1,35,0,1,5,0,0,0,11,1,1,3,0,0,0,19,2,1,6,9,2,0,43,0,0,0,5,21,1,0,0,22,0,79,0,0
2013-11-19,600,155,0,0,4,0,859,0,2,2,2,10,12,14,1,22,2,1,4,0,2,2,13,1,0,3,0,0,0,17,0,1,2,0,2,1,41,1,0,0,0,21,1,0,0,32,0,91,0,1
2013-11-20,607,147,0,1,1,2,831,0,9,1,1,12,14,13,0,43,0,0,10,2,0,0,14,1,2,2,0,0,0,21,3,3,6,1,1,0,51,0,0,0,4,26,0,0,0,43,0,74,0,0
2013-11-21,628,152,0,1,3,1,856,1,10,3,4,10,25,17,2,48,0,2,7,2,0,0,9,0,2,2,0,0,1,24,1,1,3,0,0,0,44,0,0,1,5,12,1,0,0,35,0,96,0,0
2013-11-22,702,156,3,0,4,0,984,0,7,1,3,11,21,16,8,40,0,0,11,2,0,0,10,0,2,0,2,0,0,30,1,3,6,6,0,0,55,1,1,0,4,17,0,0,0,32,0,100,0,1
2013-11-23,535,185,0,0,5,0,771,0,9,0,2,15,19,16,0,18,0,0,9,1,0,0,4,0,1,1,0,0,0,20,2,4,1,1,1,0,32,0,1,0,7,12,0,0,0,26,0,83,0,1
2013-11-24,494,124,2,0,0,0,723,0,13,3,5,5,15,8,1,25,0,0,8,0,0,0,6,0,2,1,0,0,0,13,2,5,2,0,0,0,30,1,0,0,7,9,0,0,0,25,0,52,0,1
2013-11-25,710,165,1,1,3,0,1036,0,7,1,1,12,20,16,5,16,0,0,7,2,0,1,9,0,1,3,0,0,0,17,1,0,3,0,2,1,46,2,2,0,6,17,1,0,1,45,0,106,0,3
2013-11-26,867,243,3,0,7,1,1214,0,8,3,5,13,22,13,5,14,0,4,7,0,1,0,5,0,5,2,0,0,1,32,0,3,6,21,2,1,66,2,0,0,1,21,0,0,0,36,0,139,0,1
2013-11-27,742,214,4,0,5,0,984,0,10,2,1,21,21,15,8,26,0,1,11,1,0,0,12,0,1,0,1,1,0,19,0,2,3,34,0,0,58,0,0,0,3,18,1,0,0,45,0,96,0,0
2013-11-28,429,124,0,1,1,1,627,0,18,0,0,12,13,12,1,13,0,1,7,1,0,1,6,0,2,2,0,0,0,4,1,6,4,2,0,0,32,1,2,0,5,8,0,0,0,15,0,57,0,1
2013-11-29,436,86,1,0,4,0,601,0,10,2,0,13,10,14,2,18,0,1,4,5,0,0,2,0,3,0,3,0,0,11,1,4,1,1,1,0,16,1,1,1,7,14,0,0,0,23,0,77,0,2
2013-11-30,479,125,3,0,2,0,738,0,9,3,1,5,20,8,2,12,0,2,9,0,0,0,6,0,0,1,0,0,0,12,0,1,1,0,0,1,17,1,2,0,5,10,0,0,0,17,0,65,0,0
2013-12-01,420,115,0,1,0,1,601,0,14,1,0,4,12,10,3,11,0,2,7,0,0,0,10,0,1,1,1,0,0,9,0,3,3,0,1,0,31,1,0,0,10,4,0,0,2,28,0,48,0,1
2013-12-02,549,148,0,2,1,0,819,0,7,3,3,15,26,11,5,29,0,0,12,2,0,0,3,0,2,0,0,0,0,11,2,0,4,1,0,0,25,0,0,0,2,19,0,0,1,26,1,63,0,0
2013-12-03,553,135,2,0,2,0,786,0,5,2,1,14,26,16,2,21,0,0,5,3,0,0,8,0,1,1,0,0,1,10,0,0,4,0,1,0,50,2,1,0,1,12,0,0,0,21,1,72,0,2
2013-12-04,520,142,1,2,2,0,731,0,9,1,2,6,19,10,1,28,0,0,12,0,0,0,5,1,1,0,0,0,0,21,0,3,2,1,1,0,41,0,0,0,2,12,0,0,0,41,1,68,0,1
2013-12-05,573,157,0,0,3,1,798,0,7,0,2,7,9,13,4,32,1,1,6,0,0,0,4,0,0,0,0,1,0,22,1,5,4,23,0,1,40,0,0,0,3,16,0,0,1,21,0,75,0,1
2013-12-06,759,202,1,0,6,0,1005,0,10,0,1,8,20,18,7,28,0,0,8,1,0,0,16,1,2,2,0,0,1,26,2,1,2,45,0,0,37,0,0,1,9,19,0,0,1,52,0,91,1,1
2013-12-07,567,166,1,0,1,1,833,0,6,1,2,15,16,12,1,22,0,3,10,1,0,1,9,0,3,0,0,0,0,14,1,0,3,10,1,0,31,0,0,0,6,12,0,0,0,26,0,65,0,1
2013-12-08,456,134,0,0,0,0,648,0,5,1,1,12,14,7,1,21,0,1,9,0,1,0,7,0,3,0,0,0,0,11,1,0,3,12,0,0,32,0,1,0,8,11,0,0,0,21,0,49,0,0
2013-12-09,639,144,2,0,2,2,915,0,5,0,1,8,17,17,2,31,1,2,6,1,0,0,7,1,2,0,1,0,0,14,1,1,2,21,0,1,59,0,1,1,5,15,1,1,0,29,0,77,0,1
2013-12-10,539,135,1,1,1,1,753,0,3,0,1,8,17,5,2,24,0,1,6,1,0,0,10,0,3,0,0,0,0,8,0,0,3,45,1,0,33,0,1,1,4,15,0,0,0,30,0,53,0,1
2013-12-11,605,166,0,0,5,4,863,1,10,2,0,10,15,14,6,22,0,0,12,2,0,1,8,0,2,5,0,0,0,11,1,0,3,5,1,1,22,0,1,0,3,20,0,0,0,35,1,90,0,2
2013-12-12,648,142,1,0,3,0,919,0,3,5,0,15,15,15,3,15,0,1,9,0,0,1,9,0,1,6,0,0,0,23,1,0,5,2,0,0,41,0,1,1,3,17,0,0,1,50,0,94,0,3
2013-12-13,695,161,0,0,6,0,1006,0,6,2,1,11,16,15,2,17,0,1,8,0,0,0,15,2,1,1,0,0,0,20,2,1,3,5,0,0,46,3,3,0,8,22,0,0,0,47,0,108,0,0
2013-12-14,690,140,2,1,1,0,979,0,10,0,2,9,12,11,5,26,0,1,17,0,0,0,10,0,5,0,1,0,0,5,3,3,2,123,1,0,34,1,1,0,9,12,2,0,0,17,0,43,0,0
2013-12-15,450,102,0,0,1,0,693,0,2,0,3,5,21,4,4,22,0,0,10,4,0,1,0,0,2,2,0,0,0,8,0,0,2,18,1,0,17,0,1,0,7,7,2,0,0,17,0,39,0,2
2013-12-16,640,133,0,1,7,0,888,0,11,2,3,16,21,13,3,34,0,1,5,2,0,0,10,0,3,0,0,0,0,31,1,0,1,4,0,1,52,0,2,0,1,19,0,0,0,36,0,93,0,2
2013-12-17,703,144,0,0,3,2,1082,1,5,0,1,6,10,14,3,18,0,2,13,3,0,0,5,0,0,0,2,0,0,17,1,1,1,104,0,2,27,0,0,0,2,10,0,0,0,18,0,60,0,0
2013-12-18,701,123,0,1,7,0,975,0,9,4,1,13,19,14,2,24,0,4,8,1,0,2,9,0,2,8,1,0,0,16,1,3,4,43,0,0,52,0,0,0,3,31,1,0,0,24,0,85,0,0
2013-12-19,606,153,0,1,5,1,863,0,7,1,4,6,14,9,3,32,0,1,4,0,0,0,8,0,1,2,1,0,0,11,0,5,2,11,0,0,42,0,1,0,3,23,0,0,1,37,0,83,0,1
2013-12-20,673,164,2,1,5,1,992,0,5,2,2,6,21,18,4,25,2,1,7,1,0,1,5,0,0,0,0,0,1,17,2,3,1,2,1,0,43,1,0,1,12,24,0,0,0,24,0,76,0,1
2013-12-21,594,168,5,0,3,0,859,0,12,4,3,7,17,11,2,23,0,0,14,3,0,0,10,2,0,1,0,0,0,17,2,3,3,6,0,0,27,1,1,0,8,17,0,0,0,31,0,81,0,1
2013-12-22,505,168,1,1,1,0,747,0,9,5,3,9,7,14,5,24,0,1,10,0,0,0,4,0,1,0,1,0,0,12,0,1,3,11,1,0,20,0,0,0,11,13,0,0,1,32,0,59,0,0
2013-12-23,707,155,1,1,8,0,975,0,6,3,3,11,22,15,9,26,0,1,8,4,0,4,9,0,1,1,0,0,0,27,0,3,4,26,0,0,38,1,0,0,2,23,0,0,0,43,0,90,0,1
2013-12-24,515,135,0,0,3,1,767,0,7,2,1,13,12,16,1,14,0,0,5,0,0,0,12,0,4,1,1,0,0,10,2,2,3,1,0,0,24,1,0,0,6,16,0,0,0,27,0,69,0,2
2013-12-25,257,80,1,1,0,0,418,0,5,1,0,7,7,6,0,6,0,0,5,0,0,0,2,0,2,0,0,0,0,5,1,0,0,0,0,0,15,0,1,0,2,7,0,0,0,5,0,28,0,0
2013-12-26,427,100,0,0,5,0,633,0,5,1,0,4,12,13,1,9,0,1,6,0,0,0,9,0,0,3,0,0,0,11,0,1,0,0,0,0,20,1,0,0,3,14,0,0,0,25,0,54,0,0
2013-12-27,476,106,1,0,6,0,674,0,8,2,1,10,21,17,4,29,2,0,7,1,0,0,6,0,1,3,0,0,0,18,0,1,1,0,0,0,18,0,0,0,4,15,0,0,0,21,0,53,0,0
2013-12-28,475,121,1,0,2,0,697,0,7,2,2,7,10,16,1,14,0,2,7,1,0,0,8,0,1,3,0,0,0,15,1,1,8,1,2,1,30,0,0,0,10,9,0,0,1,20,0,57,0,0
2013-12-29,394,107,1,0,0,2,569,0,2,2,0,5,9,8,2,11,0,0,6,0,0,2,4,0,3,0,0,0,0,9,0,1,0,6,0,1,27,1,0,0,6,12,0,0,0,27,0,42,0,0
2013-12-30,476,117,1,0,1,0,655,0,7,1,2,8,17,20,2,23,0,0,9,1,0,0,9,0,2,0,2,0,0,10,0,2,3,1,0,0,21,0,0,0,3,14,0,0,1,34,0,74,0,0
2013-12-31,464,122,1,0,0,0,672,0,8,0,5,7,10,15,0,14,0,0,8,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,25,0,1,0,5,8,0,0,2,30,0,66,0,2
2014-01-01,399,165,2,1,0,0,596,0,11,1,0,7,14,10,0,10,0,1,10,0,0,2,3,0,4,0,1,0,0,10,1,1,3,2,1,0,17,1,0,1,9,10,0,0,0,12,0,42,0,0
2014-01-02,603,121,3,0,1,1,835,0,4,4,4,10,9,11,3,31,0,1,13,1,0,0,19,0,2,0,1,0,0,5,0,1,2,82,1,0,24,1,1,0,1,9,0,1,1,31,0,47,0,1
2014-01-03,423,46,0,0,3,0,595,0,1,1,1,4,9,5,3,26,0,0,10,2,0,2,9,0,1,3,0,0,0,0,0,2,0,82,0,0,13,0,0,0,1,9,0,0,0,7,0,27,0,1
2014-01-04,418,91,0,0,3,0,613,0,2,1,1,4,4,4,1,11,0,0,11,2,0,1,6,0,2,3,0,0,0,12,0,2,1,46,0,0,20,1,0,0,2,4,0,0,0,11,0,40,0,0
2014-01-05,320,63,1,1,0,0,484,0,0,0,0,2,10,3,3,9,0,0,10,0,0,2,3,2,0,0,0,0,0,2,1,2,1,32,0,0,9,0,2,0,7,7,1,1,0,9,0,25,0,1
2014-01-06,517,111,1,0,6,1,731,0,8,0,1,7,18,9,7,30,0,2,5,2,0,2,6,0,2,1,2,0,0,10,0,1,0,14,0,0,26,0,0,0,2,10,0,3,0,24,1,72,0,1
2014-01-07,491,119,0,0,0,0,706,0,7,0,2,13,17,9,0,25,0,0,2,0,0,2,9,0,2,2,0,0,0,17,2,2,2,3,0,0,27,0,0,0,4,12,0,0,0,31,0,61,0,0
2014-01-08,616,155,0,2,1,0,914,0,9,2,0,6,14,9,4,11,0,3,9,0,0,0,14,0,0,1,2,0,0,13,1,2,1,1,1,0,37,1,0,0,0,15,0,0,0,32,1,77,0,3
2014-01-09,561,100,0,0,2,0,788,0,3,1,1,7,15,22,3,26,0,1,7,0,0,1,5,0,2,3,0,1,0,15,2,0,0,3,0,0,43,0,0,0,2,23,0,0,0,23,0,83,0,0
2014-01-10,667,191,3,0,6,0,935,0,6,4,4,10,19,10,0,25,0,1,14,0,0,1,10,0,2,0,0,0,0,14,1,1,4,35,0,0,33,1,1,0,8,21,0,0,0,25,0,96,0,0
2014-01-11,465,157,2,0,1,1,624,0,1,3,0,8,19,10,3,20,0,0,4,1,0,2,3,0,0,0,2,0,0,7,1,1,2,17,1,0,14,0,0,0,7,9,0,0,0,36,0,62,1,2
2014-01-12,388,96,1,0,2,1,565,0,3,0,3,10,15,6,1,26,0,0,2,0,0,0,7,1,0,2,1,0,0,10,0,3,2,4,0,0,17,0,2,0,7,6,0,0,0,19,1,43,0,2
2014-01-13,567,164,0,0,8,1,809,0,9,0,1,10,12,10,2,26,0,2,5,1,0,0,16,1,1,4,0,0,0,14,0,0,1,3,2,0,41,0,1,0,8,12,0,1,1,35,0,74,0,1
2014-01-14,558,186,0,0,7,0,763,0,8,0,0,11,14,15,5,26,0,2,8,1,0,0,10,2,1,2,0,0,0,14,2,3,3,12,0,1,29,0,2,0,3,10,1,0,0,35,0,56,0,0
2014-01-15,583,118,0,1,3,0,809,0,9,2,2,8,18,16,6,33,0,0,7,2,0,1,8,1,4,0,0,0,0,20,0,2,2,5,0,1,36,0,2,0,2,16,0,0,1,29,0,89,0,0
2014-01-16,521,141,0,1,6,0,720,0,6,4,1,6,21,13,2,25,0,1,6,1,0,1,9,1,0,0,1,0,0,16,1,1,1,0,1,0,31,0,0,0,3,19,1,0,2,26,1,66,0,0
2014-01-17,589,139,1,0,5,2,809,0,4,2,2,8,15,18,5,23,0,0,7,3,0,0,13,1,0,2,2,0,0,13,1,3,5,1,0,0,44,1,1,0,5,17,0,0,0,34,1,100,0,1
2014-01-18,448,130,2,2,3,1,651,0,6,1,2,5,12,12,2,27,0,2,5,0,0,1,9,2,3,0,0,0,0,8,0,3,0,2,1,0,25,0,2,0,11,9,0,0,1,25,1,47,0,1
2014-01-19,380,134,2,2,2,1,537,0,12,1,0,7,6,6,2,10,0,1,11,1,0,0,6,0,3,0,3,0,0,15,3,1,2,2,0,0,25,0,0,1,4,12,0,0,0,24,0,54,0,1
2014-01-20,360,72,1,0,2,0,494,0,0,1,0,6,16,9,1,15,0,1,3,0,0,1,6,2,1,1,0,0,0,11,4,0,1,0,0,0,30,0,0,0,2,9,0,1,0,13,0,70,0,1
2014-01-21,1161,168,0,2,3,0,1638,0,7,0,0,11,9,8,10,35,0,2,46,1,0,0,20,1,2,0,5,0,0,22,1,1,0,361,3,1,69,1,1,0,1,18,0,0,0,28,0,51,0,1
2014-01-22,498,76,0,1,3,0,708,0,3,0,0,8,11,8,2,11,0,2,10,0,0,0,3,0,0,3,0,0,0,3,0,2,2,85,0,0,25,0,0,0,2,12,0,0,0,12,0,49,1,0
2014-01-23,611,113,0,0,5,0,856,0,7,0,2,7,15,16,2,30,0,1,10,0,0,0,11,0,2,5,0,0,0,17,1,3,1,81,0,0,34,0,0,0,2,18,0,0,0,16,2,64,0,0
2014-01-24,704,166,0,3,8,0,955,0,9,0,1,5,21,14,2,43,0,1,17,0,0,0,16,0,0,7,0,0,0,22,0,0,2,37,0,0,50,0,0,0,5,20,1,0,0,26,0,95,0,3
2014-01-25,475,110,1,0,2,1,695,0,3,2,0,4,9,5,2,17,0,1,11,0,0,0,6,0,2,0,3,0,0,10,0,1,2,29,0,0,26,1,2,0,8,11,0,0,0,19,1,52,0,0
2014-01-26,465,129,1,0,0,0,691,0,7,0,0,10,9,7,3,25,0,0,11,0,0,0,6,0,4,1,0,0,0,4,2,1,3,20,1,0,30,0,0,0,8,10,0,0,0,21,1,41,0,1
2014-01-27,511,104,0,0,4,0,705,0,1,0,1,12,17,13,3,30,0,1,4,3,0,0,14,0,1,1,3,0,0,18,1,3,3,10,0,1,30,0,0,1,1,15,0,0,0,31,0,67,0,2
2014-01-28,504,125,0,1,6,1,688,0,1,3,2,14,10,23,0,33,0,2,10,0,0,0,3,0,1,1,1,0,0,15,1,0,2,2,2,0,30,0,0,0,0,16,0,0,0,34,1,73,0,2
2014-01-29,649,167,0,2,3,0,879,0,11,0,2,7,25,9,8,47,0,1,9,1,0,1,13,0,2,9,0,0,0,15,1,2,1,29,0,0,31,1,0,1,5,15,0,0,0,39,0,83,0,0
2014-01-30,657,157,0,1,2,0,990,0,9,1,2,12,15,18,1,14,0,0,3,1,0,0,9,0,0,6,1,0,0,13,0,2,2,1,0,0,37,0,0,1,1,21,0,0,0,41,0,85,0,0
2014-01-31,560,106,2,0,3,0,831,0,8,0,4,8,15,6,3,29,0,1,6,0,0,1,13,0,0,1,0,0,0,14,2,1,3,1,0,1,30,0,1,0,2,11,0,0,0,28,0,80,0,0
2014-02-01,507,150,0,1,1,0,720,0,4,2,0,10,14,14,3,19,0,2,6,0,0,0,5,1,4,0,1,0,1,17,1,2,2,0,0,0,24,1,0,1,10,13,0,0,0,24,0,85,0,0
2014-02-02,417,114,1,0,0,0,579,0,8,1,1,9,21,15,0,14,0,3,7,0,0,0,4,0,3,1,0,0,0,13,2,3,3,9,0,0,20,2,0,0,13,5,0,0,0,26,0,51,0,0
2014-02-03,960,159,2,2,7,0,1380,0,7,0,3,21,20,10,3,37,0,1,23,1,0,2,5,0,1,0,1,0,0,9,2,1,2,220,1,0,36,2,0,0,8,7,0,0,0,18,1,52,0,0
2014-02-04,612,130,0,0,3,0,829,0,8,4,0,11,21,14,2,28,0,3,10,1,0,0,8,1,7,1,2,0,0,18,2,1,1,33,1,1,45,0,0,0,2,23,0,0,1,23,0,70,0,4
2014-02-05,468,53,0,0,3,0,649,0,2,1,0,4,14,7,2,18,0,1,5,1,0,0,5,0,1,0,1,0,0,1,0,2,2,68,1,0,14,1,0,0,2,10,0,0,0,19,0,44,0,3
2014-02-06,569,92,0,0,5,0,830,0,6,3,0,6,22,8,3,16,0,1,3,0,0,1,9,0,4,2,4,0,1,11,1,4,1,28,3,0,32,0,0,0,3,9,0,0,0,22,0,62,0,2
2014-02-07,674,116,1,1,7,1,957,0,11,2,2,8,20,12,5,30,0,1,9,0,0,0,11,0,2,7,0,0,0,19,0,3,2,21,0,0,35,1,1,0,2,21,0,0,0,21,0,81,0,3
2014-02-08,424,74,0,0,2,0,622,1,3,3,1,5,14,4,3,30,0,0,2,1,1,0,6,0,1,0,1,0,0,9,0,0,1,19,0,0,23,0,1,0,10,9,0,0,0,16,0,46,0,0
2014-02-09,450,87,1,1,3,0,679,0,3,0,1,11,8,3,3,10,0,1,11,1,0,0,8,1,4,0,1,0,0,9,0,0,1,46,0,1,21,0,2,0,3,11,0,0,0,20,0,39,0,0
2014-02-10,677,143,0,1,5,0,947,0,8,1,1,11,14,8,3,31,0,1,10,1,0,0,11,0,4,4,3,0,0,15,1,1,3,22,0,0,48,1,0,0,3,23,0,0,0,32,0,82,1,3
2014-02-11,636,110,1,0,5,0,943,0,2,1,1,13,20,11,3,32,0,2,11,3,0,0,5,1,0,5,1,0,0,17,2,2,1,18,0,0,31,1,0,0,4,16,2,0,0,27,0,75,0,3
2014-02-12,640,112,1,0,2,0,906,0,8,4,0,8,27,12,4,33,0,2,5,3,0,0,12,1,2,2,1,0,0,17,1,1,0,17,0,0,36,0,0,0,1,27,1,0,1,30,0,100,0,0
2014-02-13,447,86,1,1,2,0,621,0,3,1,1,6,13,1,4,7,0,1,8,0,0,1,6,1,0,0,0,0,0,3,0,0,4,98,1,0,26,2,0,0,4,7,0,0,0,8,0,17,0,3
2014-02-14,791,115,0,0,2,0,1186,0,2,3,0,8,30,16,3,23,0,3,9,0,0,4,8,3,2,3,3,0,0,13,3,1,1,61,0,0,30,0,1,0,9,9,0,0,0,27,1,78,0,10
2014-02-15,516,79,0,1,3,0,789,0,3,1,2,4,10,5,4,15,0,0,8,1,0,2,7,0,2,0,0,0,0,5,1,0,2,62,2,0,18,1,0,1,2,3,0,0,0,11,0,56,0,1
2014-02-16,464,72,0,0,2,0,657,0,1,2,2,9,17,4,0,15,0,1,11,0,0,6,5,0,2,1,4,0,0,10,2,1,1,54,1,0,26,0,0,0,3,5,0,0,0,16,0,47,1,0
2014-02-17,491,94,0,0,4,0,695,0,8,1,1,13,19,7,0,21,0,0,7,0,0,1,10,0,0,5,8,0,0,11,0,1,1,17,0,0,33,0,0,0,4,9,0,0,0,12,0,58,0,4
2014-02-18,518,111,2,0,8,0,735,0,10,0,1,15,14,10,2,22,0,0,3,2,0,0,4,0,1,0,0,0,0,6,3,2,1,39,0,0,28,0,0,0,4,11,2,0,0,27,0,55,0,1
2014-02-19,552,110,0,0,3,0,790,0,2,2,1,2,12,9,6,34,0,2,5,1,0,0,4,0,0,4,2,0,0,19,0,4,0,8,0,0,22,0,0,0,0,19,0,0,0,26,1,90,1,2
2014-02-20,556,90,1,0,6,0,774,0,6,2,1,4,15,9,3,10,0,1,7,3,0,0,3,1,1,3,2,0,0,18,0,2,4,27,0,0,29,0,0,0,3,13,1,0,0,22,0,80,0,3
2014-02-21,545,120,0,1,1,0,743,0,6,0,1,2,17,13,4,17,0,3,8,0,0,0,9,0,3,0,3,0,0,19,1,4,1,15,1,0,26,0,1,0,1,22,0,0,0,35,0,73,0,2
